match_id,season,date,match_week,kick_off_time,stadium,attendance,referee,weather,temperature_c,humidity_pct,match_importance,home_team,away_team,home_manager,away_manager,home_formation,away_formation,home_strategy_embedding,away_strategy_embedding,home_player_performance,away_player_performance,home_goals_ht,away_goals_ht,home_goals_ft,away_goals_ft,home_goal_timestamps,away_goal_timestamps,home_shots_total,away_shots_total,home_shots_on_target,away_shots_on_target,home_shot_accuracy_pct,away_shot_accuracy_pct,home_xg,away_xg,home_xg_diff,away_xg_diff,home_possession_pct,away_possession_pct,home_passes,away_passes,home_pass_accuracy_pct,away_pass_accuracy_pct,home_long_balls,away_long_balls,home_corners,away_corners,home_corner_goals,away_corner_goals,home_freekicks,away_freekicks,home_freekick_goals,away_freekick_goals,home_penalties_awarded,away_penalties_awarded,home_penalty_goals,away_penalty_goals,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_offsides,away_offsides,home_saves,away_saves,home_goals_conceded,away_goals_conceded,home_tackles,away_tackles,home_interceptions,away_interceptions,home_clearances,away_clearances,home_blocks,away_blocks,home_aerial_duels_won,away_aerial_duels_won,home_crosses,away_crosses,home_cross_accuracy_pct,away_cross_accuracy_pct,home_dribbles_attempted,away_dribbles_attempted,home_dribble_success_pct,away_dribble_success_pct,home_distance_covered_km,away_distance_covered_km,home_sprints,away_sprints,ht_injury_time_min,ft_injury_time_min,var_decisions,var_decisions_overturned,betting_odds_home_win,betting_odds_draw,betting_odds_away_win,result,home_points_earned,away_points_earned
1146,2022-23,2022-08-10,2,19:45,Turf Moor,20773,Michael Oliver,Sunny,12.6,87,League,Burnley,Manchester United,Vincent Kompany,Erik ten Hag,3-4-3,3-5-2,defense,balanced,good,average,1,0,1,2,73,9;14,18,15,2,2,11.1,13.3,,2.2,0.34,-0.2,43.4,56.6,426,465,72.5,87.0,43,41,10,2,0,1,6,9,0,0,1,0,0,0,6,nan,0,2,1,0,4,3,0,1,2,1,16,26,16,9,14,36,10,5,18,16,17,6,43.5,40.4,14,6,56.1,42.2,98.9,106.1,211,nan,2,3,1,0,2.73,4.93,2.32,A,0,3
1812,2023-24,2024-03-07,11,17:30,London Stadium,52751,Stuart Attwell,Overcast,10.7,91,League,West Ham,Newcastle,,Eddie Howe,4-3-2-1,4-3-3,defense,defense,bad,average,1,0,1,2,46,61;78,20,12,4,4,20.0,33.3,1.47,2.36,-0.47,-0.36,49.2,50.8,498,645,82.4,85.0,76,49,4,5,1,2,18,13,0,0,0,0,0,0,10,11,2,1,0,0,,4,2,3,2,1,26,21,7,8,26,20,5,3,7,11,22,13,40.8,27.9,19,13,54.8,44.3,106.1,109.7,,211,0,3,2,1,,5.44,null,A,0,3
1869,2023-24,2024-04-12,31,20:00,Molineux Stadium,26369,Andy Madley,Cloudy,10.7,74,League,Wolves,Burnley,Gary O'Neil,Vincent Kompany,4-3-3,3-5-2,defense,defense,average,average,0,0,4,0,22;55;60;69,none,13,17,9,8,69.2,47.1,3.22,0.34,0.78,-0.34,55.5,44.5,325,523,75.4,72.1,73,45,10,9,0,,16,13,0,0,1,0,1,0,19,10,4,1,0,0,?,2,8,5,0,4,23,21,16,7,16,23,7,10,20,,16,21,26.9,29.8,17,9,53.2,54.8,112.3,102.4,192,172,5,2,0,0,2.7,3.4,2.98,H,3,0
325,2019-20,2020-03-25,13,16:30,Emirates Stadium,46083,John Brooks,Light Rain,12.7,65,League,Arsenal,Everton,Mikel Arteta,Sean Dyche,4-3-2-1,5-4-1,attack,defense,average,good,1,0,1,0,20,none,9,15.0,,7,44.4,46.7,0.94,0.1,0.06,-0.1,60.8,39.2,675,517,85.0,80.3,23,18,7,6,0,0,16,8,nan,0,0,1,0,0,7,9,0,1,0,0,5,2,7,,0,1,,13,18,10,36,29,10,4,18,5,14,5,39.9,34.7,9,16,67.0,50.7,106.9,104.8,190,160,1,1,1,0,2.16,3.64,,H,3,0
117,2019-20,2019-10-30,18,12:30,Goodison Park,35407,John Brooks,Clear,5.2,76,League,Everton,Fulham,Sean Dyche,,4-4-2,4-1-4-1,defense,balanced,good,good,2,2,3,2,,31+3;77,19,6,10,3,52.6,50.0,3.7,1.69,-0.7,0.31x,47.8,52.2,nan,558,82.6,81.1,46,49,11,2,1,2,12,,0,0,0,0,0,0,19,12,1,2,0,1,5,1,1,7,2,3,24,23,10,17,28,24,10,8,17,6,18,9,42.5,32.6,14,7,72.7,62.3,105.8,111.0,170,170,2,4,0,0,2.58,4.7,2.5,H,3,0
1509,2022-23,2023-04-26,4,12:30,Stamford Bridge,36123,Jarred Gillett,Rainy,8.8,77,Title race,Chelsea,West Ham,Mauricio Pochettino,David Moyes,4-2-3-1,3-4-3,balanced,defense,good,good,1,0,4,1,1;13;50;59,32,12,13,5,4,,30.8,4.48,1.04,-0.48,-0.04,54.6,45.4,488,509,82.9,84.5,73,75,999,1,2,0,10,16,0,0,2,0,2,0,7,9,1,3,0,0,0,1,3,1,1,4,22,11,,13,33,8,4,8,13,8,19,19,43.0,22.4,7,18,64.0,56.1,100.5,102.5,203,285,0,2,1,0,2.42,3.82,3.08,H,3,0
341,2019-20,2020-04-03,30,20:00,Bramall Lane,28379,David Coote,Light Rain,2.8,50,League,Sheffield United,Liverpool,Chris Wilder,Jurgen Klopp,3-4-3,5-4-1,defense,attack,good,good,0,1,2,1,74;87,83,9,,7,3,77.8,18.8,2.01,1.16,-0.01,-0.16,24.2,75.8,590,494,75.9,89.9,80,42,9,4,1,1,16,14,0,0,1,0,1,0,10,17,3,3,0,0,1,4,2,5,1,2,12,27,15,7,13,nan,2,5,23,12,5,21,20.5,38.9,17,13,67.4,56.1,106.6,105.9,292,205,1,4,3,0,4.57,3.15,2.15,H,,0
478,2020-21,2020-11-17,15,16:30,Bramall Lane,28276,Robert Jones,Sunny,,46,League,Sheffield United,Liverpool,,Jurgen Klopp,4-2-3-1,4-3-2-1,defense,ATTACK,bad,average,0,1,1,2,32,23;62,14,7,8,2,57.1,28.6,1.68,1.96,,,27.1,72.9,665,390,72.9,84.5,,57,3,8,0,0,15,13,0,0,1,0,1,0,17,9,3,0,0,0,1,1,,7,2,1,25,15,-9,7,21,34,4,6,13,13,,15,16.5,38.0,13,18,60.0,54.7,null,102.0,,,2,3,1,1,3.25,5.84,1.92,A,0,3
738,2020-21,2021-05-26,15,14:05,Etihad Stadium,50598,Stuart Attwell,Clear,19.4,86,League,Manchester City,Bournemouth,Pep Guardiola,Andoni Iraola,3-4-3,4-3-2-1,balanced,,good,average,N/A,1,1,1,60,69+2,17,16,9,3,52.9,18.8,1.22,1.53,-0.22,-0.53,56.1,,402,256,93.2,,24,66,8,7,1,1,14,19,1,0,0,0,0,0,6,11,3,0,0,0,1,nan,2,8,1,1,12,26,5,6,13,17,4,,18,12,6,7,16.6,44.9,8,12,57.6,55.2,109.8,106.1,278,183,1,4,0,0,1.97,,2.96,D,1,1
1251,2022-23,2022-10-25,9,17:30,Goodison Park,34794,Thomas Bramall,Windy,7.3,47,League,Everton,Crystal Palace,Sean Dyche,Oliver Glasner,5-4-1,4-3-2-1,defense,defense,good,average,3,1,3,2,15;20;61,55;73+4,11,9,9,2,81.8,22.2,,1.55,-1.12,0.45,49.0,51.0,316,333,80.1,75.5,79,,7,8,1,1,17,11,0,0,0,0,?,0,?,,0,1,0,0,,0,0,6,2,3,13,16,10,17,11,29,6,,14,20,20,7,21.4,36.7,19,15,48.5,66.4,111.0,109.5,253,215,2,4,0,0,2.54,4.83,2.5,H,3,0
1207,2022-23,2022-09-21,32,19:45,Kenilworth Road,8552,Chris Kavanagh,Clear,5.6,61,Cup,Luton Town,Tottenham,Rob Edwards,Ange Postecoglou,4-4-2,4-1-4-1,defense,attack,good,bad,2,0,3,1,22;68;80+5,1,-19,9,10,6,52.6,66.7,2.92,1.06,0.08,-0.06,30.5%,69.5,350,650,74.8,87.3,73,25,10,5,0,0,22,5,0,1,1,0,1,0,14,20,1,2,0,0,2,5,,7,,3,23,12,9,17,23,33,8,6,20,8,10,13,24.6,23.5,9,12,51.7,56.6,,99.2,224,175,2,N/A,0,0,3.5,4.55,2.02,H,,0
282,2019-20,2020-02-24,8,20:00,Anfield,48738,Stuart Attwell,Cloudy,10.6,53,Title race,Liverpool,Brentford,Jurgen Klopp,Thomas Frank,4-4-2,4-3-2-1,,attack,bad,good,0,,2,0,48+4;72,none,17,14,8,6,47.1,42.9,2.13,0.28,-0.13,-0.28,,36.4,,366,93.0,82.7,N/A,59,,9,1,0,22,19,0,0,0,0,0,0,9,6,0,1,0,0,5,3,6,,0,2,10,18,16,5,35,20,11,2,9,7,25,17,25.2,16.2,9,14,73.4,56.5,105.5,103.4,300,166,2,3,1,,2.17,4.39,3.21,H,3,0
1789,2023-24,2024-02-14,13,20:00,Molineux Stadium,29444,Stuart Attwell,Sunny,nan,56,League,Wolves,Newcastle,Gary O'Neil,Eddie Howe,4-4-2,4-1-4-1,def,DEFENSE,good,good,0,1,2,1,42;56,null,8,15,2,2,25.0,13.3,1.81,1.35,0.19,-0.35,51.4,48.6,587,537,84.2,83.8,72,61,5,9,1,1,17,15,0,0,0,0,0,0,17,16,2,1,0,0,0,0,1,0,1,2,22,23,14,14,31,19,4,7,16,5,19,17,41.5,42.3,15,13,62.5,51.0,109.5,97.7,,236,3,2,3,1,,3.76,3.17,H,3,0
1330,2022-23,2022-12-19,2,12:30,Turf Moor,21019,Paul Tierney,Cloudy,3.9,87,Top 4 battle,Burnley,Newcastle,Vincent Kompany,Eddie Howe,,3-4-3,defense,defense,good,average,0,1,0,3,none,14+4;56+2;81,8,16,2,3,25.0,18.8,0.15,3.06,-0.15,-0.06,44.7,55.3,328,425,75.9,87.7,74,70,5,4,,1,19,11,0,1,0,0,0,0,6,17,1,3,0,,3,3,0,2,3,0,20,11,15,16,30,16,,10,6,8,5,6,38.5,39.2,6,7,59.8,52.4,105.4,109.2,204,,1,,1,0,2.99,4.29,2.31,A,0,3
908,2021-22,2021-11-24,26,19:45,Craven Cottage,22701,Simon Hooper,Clear,17.5,50,Relegation 6-pointer,Fulham,Bournemouth,Marco Silva,Andoni Iraola,4-3-3,4-1-4-1,balanced,attack,average,good,0,0,1,0,22,none,12,15,9,8,75.0,53.3,1.31,0.1,-0.31,-0.1,56.0,44.0,544,634,81.5,81.4,59,19,3,2,1,0,7,11,,0,0,0,0,0,12,11,2,2,0,1,1,4,8,8,0,1,17,22,14,,28,16,9,4,24,20,18,9,30.9,25.6,13,7,,51.5,116.1,105.0,271,269,3,4,1,1,2.76,3.94,2.61,H,3,0
1834,2023-24,2024-03-20,4,20:00,Villa Park,40620,David Coote,Foggy,14.2,77,Top 4 battle,Aston Villa,Brentford,Unai Emery,Thomas Frank,4-3-2-1,4-2-3-1,attack,attack,good,Good,1,0,,1,7,16+1,?,12,7,5,46.7,41.7,0.9,1.19,0.1,-0.19,59.8,40.2,629,463,83.0,80.0,,19,8,7,0,1,10,12,1,0,0,0,0,0,18,20,2,1,0,0,3,?,4,6,1,1,20,21,18,6,15,10,2,3,N/A,5,14,17,27.3,25.6,8,16,44.5,51.3,108.6,107.3,228,,4,6,1,1,2.29,5.36,2.66,D,1,1
1960,2019-20,2020-05-12,29,19:45,Kenilworth Road,8792,Chris Kavanagh,Rainy,0.2,57,Relegation 6-pointer,Luton Town,Liverpool,Rob Edwards,Jurgen Klopp,4-2-3-1,4-4-2,defense,attack,average,good,0,0.0,0,3,none,40;73;85,11,11,10,5,90.9,45.5,0.1,2.97,-0.1,0.03,40.3,59.7,528,402,75.5,88.0,67,48,7,6,0,,14,11,0,0,0,0,0,0,18,9,2,2,0,0,0,4,2,10,3,0,25,23,6,5,24,20,8,9,13,7,23,19,32.2,37.7,12,,72.0,47.5,115.0,110.5,289,267,3,3,2,0,3.27,4.55,2.11,A,0,3
875,2021-22,2021-11-05,34,16:30,Craven Cottage,,Simon Hooper,Sunny,13.2,60,Cup,Fulham,Tottenham,Marco Silva,Ange Postecoglou,5-4-1,4-4-2,,attack,average,average,1,2,1,2,3,5+1;86,11,17,4,3,36.4,17.6,0.77,2.19,0.23,-0.19,44.5,55.5,338,396,79.9,88.6,67,70,10,7,1,0,6,19,1,0,1,0,0,0,19,15,1,2,0,0,5,5,1,3,2,1,30,13,13,8,14,16,3,,8,15,8,9,,33.4,20,15,55.0,62.6,105.6,104.0,268,272,1,0,0,0,2.97,3.12,2.91,A,0,3
492,2020-21,2020-11-28,15,12:30,Turf Moor,18962,Jarred Gillett,Foggy,17.2,,Top 4 battle,Burnley,Aston Villa,Vincent Kompany,Unai Emery,3-5-2,3-4-3,defense,attack,average,bad,0,0,2,0,44;67,none,11,15,8,2,72.7,13.3,1.46,0.1,0.54,-0.1,38.5,61.5,474,392,71.7,85.8,25,18,11,9,1,0,8,9,0,0,1,nan,1,0,17,14,,2,0,0,1,4,2,6,0,2,22,16,11,18,20,12,11,6,14,8,5,10,30.5,26.9,12,5,41.9,58.5,105.8,106.8,274,257,,4,1,1,2.97,4.45,,H,3,0
1104,2021-22,2022-04-13,36,19:45,Old Trafford,68031,Paul Tierney,Sunny,19.7,48,Top 4 battle,Manchester United,Fulham,Erik ten Hag,Marco Silva,3-4-3,5-4-1,,balanced,bad,bad,0,1,2,1,34;69+4,62,15,15,2,8,13.3,53.3,2.25,1.28,-0.25,-0.28,61.1,38.9,579,313,87.2,80.5,57,33,9,7,1,1,8,8,1,0,0,0,0,0,11,11,2,1,0,0,0,4,nan,0,1,2,21,20,10,17,37,12,6,9,8,9,,7,35.3,17.2,6,12,44.3,63.9,104.8,105.7,176,169,4,2,0,0,2.08,6.84,2.68,H,3,0
1216,2022-23,2022-09-29,20,19:45,London Stadium,62246x,Robert Jones,Windy,12.0,66,Top 4 battle,West Ham,Newcastle,,Eddie Howe,4-1-4-1,4-3-2-1,defense,def,good,average,nan,1,2,,57;59,15;55;83+4,19,14,10,5,52.6,35.7,2.37,3.98,,-0.98,51.3,48.7,334,587,77.5,88.5,73,28,5,8,1,0,16,5,0,0,0,0,0,0,6,18,2,3,0,?,4,1,2,8,3,N/A,23,11,12,5,28,14,12,7,?,11,24,9,38.2,20.5,12,14,53.0,null,107.4,109.7,221,?,0,0,2,2,2.56,4.18,2.7,A,0,3
2086,2021-22,2021-08-29,17,16:30,Villa Park,38959,Chris Kavanagh,Clear,7.0,82,Relegation 6-pointer,Aston Villa,Luton Town,Unai Emery,Rob Edwards,3-4-3,4-2-3-1,attack,,bad,average,1,0,4,0,3;13;24;59,none,20,9,6,7,30.0,null,4.91,0.1,-0.91,-0.1,62.5,37.5,451,277,84.1,74.6,28,75,3,7,0,0,19,11,1,0,1,0,1,0,7,?,nan,2,0,0,0,4,7,2,0,4,30,15,12,17,15,11,12,8,19,13,25,21,37.9,21.0,17,5,40.5,##,91.9,105.7,297,143,3,2,0,0,2.32,3.97,3.15,H,3,0
657,2020-21,2021-03-28,34,19:45,Kenilworth Road,8412,Chris Kavanagh,,16.5,54,Cup,Luton Town,Bournemouth,Rob Edwards,Andoni Iraola,4-3-2-1,5-4-1,defense,attack,average,good,2,0,,,26;36,27;36+2;72+5;84,10,8,3,6,30.0,75.0,2.38,3.98,-0.38,0.02,null,56.0,346,438,79.3,,,27,9,6,2,0,11,12,1,0,0,,0,1,12,12,2,1,0,0,3,5,2,1,?,2,22,22,5,18,16,11,11,2,18,5,22,5,22.4,26.6,6,18,52.4,67.6,105.1,109.4,266,145,2,5,3,0,2.26,8.81,2.25,A,0,3
2080,2022-23,2022-10-27,20,16:30,Craven Cottage,22483,Simon Hooper,Foggy,5.4,84,Cup,Fulham,West Ham,Marco Silva,David Moyes,4-4-2,5-4-1,balanced,defense,average,,1,0,2,2,14;85,5;69,17,13,9,6,52.9,,2.48,1.7,-0.48,0.3,48.7,51.3,325,601,83.3,82.7,45,70,6,6,2,2,13,18,0,0,0,0,0,0,10,15,1,2,0,0,4,,4,?,2,2,16,25,13,5,20,15,7,10,24,nan,13,7,38.4,34.1,8,13,65.9,70.3,109.1,108.8,282,284,1,6,2,2,2.64,4.43,2.52,D,1,1
394,2020-21,2020-09-23,13,16:30,Vitality Stadium,8954,Paul Tierney,Light Rain,16.8,95,Title race,Bournemouth,Fulham,Andoni Iraola,Marco Silva,4-2-3-1,4-4-2,attack,balanced,good,bad,1,2,2,3,14;64,11;19;74,13,16,7,7,53.8,43.8,2.24,2.73,-0.24,,44.7,55.3,541,389,73.6,79.2,65,68,3,9,0,0,21,12,0,2,1,0,1,0,,7,2,1,1,0,4,4,4,5,3,2,26,13,5,17,32,27,11,3,22,22,18,17,21.5,23.8,16,18,,46.0,108.3,106.1,191,199,2,7,1,0,2.79,3.14,3.1,A,0,3
781,2021-22,2021-08-27,11,12:30,Turf Moor,18548,Paul Tierney,Clear,7.4,76,Top 4 battle,Burnley,Aston Villa,Vincent Kompany,Unai Emery,3-5-2,4-1-4-1,defense,attack,good,average,0,0,2,1,12;88,20+1,13,6,6,5,46.2,83.3,1.58,0.94,0.42,0.06,32.0,68.0,667,300,72.6,78.9,72,67,6,8,0,1,6,12,0,1,2,1,2,0,18,15,,4,0,0,0,4,4,4,1,2,,14,13,7,20,27,9,9,13,22,6,20,29.9,25.4,6,15,50.2,62.1,111.0,115.3,154,N/A,1,4,0,0,2.92,4.36,2.33,H,3,0
33,2019-20,2019-09-01,12,15:00,Etihad Stadium,40066,Chris Kavanagh,,15.6,68,League,Manchester City,Brentford,Pep Guardiola,,5-4-1,3-4-3,balanced,attack,bad,avg,0,0,3,1,,41,19,-9,3,3,15.8,33.3,2.68,1.09,0.32,-0.09,64.0,36.0,421,625,90.3,79.0,34,75,10,6,2,1,10,8,0,0,0,0,0,0,,13,1,2,0,1,0,4,2,0,1,3,10,22,7,10,14,20,4,6,15,7,22,5,,18.7,19,12,66.3,55.6,109.1,105.3,189,,2,1,1,0,2.6,3.94,2.76,H,3,0
2070,2022-23,2022-09-27,35,20:00,St. James' Park,40518,John Brooks,Clear,15.5,93,Derby,Newcastle,Liverpool,Eddie Howe,Jurgen Klopp,4-2-3-1,4-1-4-1,defense,attack,bad,good,0,1,0,1,none,35,,11,6,7,50.0,63.6,0.36,0.57,-0.36,0.43,44.3,55.7,681,355,89.4,93.1,nan,58,10,8,0,1,8,13,0,0,0,0,0,0,20,20,1,1,0,0,5,2,6,6,1,0,16,15,12,14,29,14,11,10,20,9,23,10,40.6,44.0,18,18,48.5,59.0,,113.0,254,261,5,2,0,0,2.79,4.32,,A,0,3
1592,2023-24,29/09/2023,12,20:00,Etihad Stadium,43340,nan,Sunny,9.3,93,Derby,Manchester City,Chelsea,Pep Guardiola,Mauricio Pochettino,4-3-2-1,4-4-2,balanced,balanced,good,good,0,0,4,2,1;64;75;79,20;67,9,8,8,3,88.9,37.5,4.76,1.88,-0.76,0.12,##,38.7,347,629,94.9,81.0,25,59,11,3,0,1,21,6,0,1,1,1,1,1,9,13,3,2,0,0,1,4,1,4,2,4,24,12,8,16,31,9,5,6,6,22,20,4,31.8,28.5,18,7,57.6,68.8,103.7,104.6,261,243,0,5,0,0,2.47,3.76,3.04,H,3,0
699,2020-21,2021-04-22,13,17:30,City Ground,25768,Andy Madley,Cloudy,15.8,92,Relegation 6-pointer,Nottm Forest,Brighton,Nuno Espirito Santo,Roberto De Zerbi,3-4-3,4-4-2,defense,balanced,good,avg,2,1,2,2,34;84,,13,14,8,?,61.5,28.6,2.27,1.44,-0.27,null,49.5,50.5,532,457,74.4,81.0,42,37,10,-6,1,0,18,20,1,,0,1,0,1,13,12,3,4,?,1,4,0,2,6,2,2,21,25,17,12,29,9,4,,23,21,17,8,28.3,31.8,19,18,52.3,47.9,106.3,108.5,221,274,1,3,1,0,2.5,6.39,2.25,D,1,1
1663,2023-24,2023-11-18,12,16:30,City Ground,29859,Chris Kavanagh,Windy,14.8,44,League,Nottm Forest,Everton,Nuno Espirito Santo,Sean Dyche,4-4-2,5-4-1,defense,defense,average,average,0,0,?,1,73,62,13,10,10,5,76.9,50.0,1.03,0.85,-0.03,0.15,42.4,57.6,421,348,75.8,83.4,65,75,9,9,1,nan,18,?,0,0,0,1,0,1,11,19,3,3,0,0,2,1,4,9,1,,25,21,13,18,20,10,2,,9,9,24,17,29.8,25.8,16,,59.0,,106.1,110.0,162,204,1,3,1,1,2.13,5.43,2.89,D,1,1
109,2019-20,2019-10-21,2,16:30,Kenilworth Road,10303,John Brooks,Foggy,13.6,48,League,Luton Town,Newcastle,Rob Edwards,Eddie Howe,4-3-3,4-1-4-1,defense,defense,average,good,0,2,1,3,19,4+5;29+1;66,11,10,6,5,54.5,50.0,1.05,2.86,-0.05,,32.1,67.9,414,287,77.2,81.0,46,36,6,3,1,2,7,20,0,nan,0,0,0,0,17,7,2,1,0,0,1,3,2,5,3,1,10,22,12,11,25,11,10,9,24,20,25,9,27.5,38.5,5,8,55.9,65.0,105.7,107.0,260,249,3,4,2,N/A,,3.41,2.76,A,0,3
1367,2022-23,2023-01-13,26,20:00,Villa Park,32882,Stuart Attwell,Cloudy,2.5,55,League,Aston Villa,Manchester United,Unai Emery,Erik ten Hag,4-3-3,3-4-3,attack,balanced,average,,0,0,1,3,38,35;86;86,15,14,?,3,20.0,,0.97,3.14,0.03,,50.2,-,nan,371,85.4,89.9,38,29,10,N/A,1,0,19,13,1,0,nan,2,0,1,7,19,1,nan,0,0,2,5,0,2.0,3,1,12,13,11,18,,,12,8,24,15,,18,17.6,23.0,13,10,70.4,48.8,109.3,103.9,178,235,2,4,0,0,2.48,5.01,2.52,A,0,
878,2021-22,2021-11-03,12,20:00,Old Trafford,64838,Andy Madley,Rainy,3.8,40,League,Manchester United,Liverpool,Erik ten Hag,Jurgen Klopp,4-3-3,4-3-2-1,balanced,,bad,bad,2,0,2,3,4;82,46;57;85,16,8,9,3,56.2,37.5,2.14,2.19,-0.14,0.81,52.4,47.6,365,368,85.3,89.6,70,nan,3,5,2,0,21,11,0,0,0,0,0,0,16,19,2,1,,0,,5,0,7,3,2,18,26,14,5,24,27,4,2,16,18,6,16,32.3,42.0,18,7,58.5,69.8,103.8,109.1,218,149,2,4,1,0,2.43,5.08,2.55,A,0,3
45,2019-20,2019-09-10,17,19:45,Old Trafford,72975,Andy Madley,Foggy,7.1,56,League,Manchester United,Sheffield United,Erik ten Hag,Chris Wilder,4-3-3,4-3-3,balanced,DEFENSE,bad,average,0,0,3,1,44;64;89+5,N/A,12,11,3,8,25.0,72.7,,,-0.83,-0.29,65.7,34.3,585,633,87.9,78.2,30,65,4,5,2,1,14,20,0,0,1,0,0,0,17,10,1,3,1,0,6,0,7,0,1,3,26,27,19,6,38,12,6,6,10,20,8,16,41.5,17.1,13,7,41.1,57.3,,110.8,232,286,0,3,3,0,1.92,4.47,3.91,H,3,nan
1488,2022-23,2023-04-11,4,16:30,Selhurst Park,24728,,Sunny,15.6,74,League,Crystal Palace,Manchester United,Oliver Glasner,Erik ten Hag,4-3-3,5-4-1,defense,balanced,,good,1,1,1,2,20,3;53,10,14,4,2,40.0,14.3,1.42,2.26,-0.42,-0.26,,,668,380,79.6,,80,,9,2,1,0,13,6,0,0,0,1,0,0,,14,3,1,0,0,6,3,0,3,2,1,12,16,7,18,31,30,2,4,10,20,17,9,18.2,32.9,7,18,72.1,63.4,103.4,103.5,181,207,3,4,2,0,2.76,3.22,3.06,A,0,3
676,2020-21,2021-04-10,37,17:30,Villa Park,34631,Paul Tierney,Sunny,12.4,50,League,Aston Villa,Wolves,Unai Emery,Gary O'Neil,4-2-3-1,4-3-3,attack,defense,bad,average,1,2,2,2,58;78,28;39,N/A,13,5,3,25.0,23.1,1.85,2.78,0.15,-0.78,60.0,40.0,313,306,85.8,76.8,58,23,7,3,0,1,16,7,0,2,0,0,0,0,18,12,2,1,0,,4,3,1,3,2,2,12,19,11,11,16,9,10,9,6,13,20,22,43.4,41.5,16,7,63.0,44.7,114.1,102.2,263,161,2,1,0,0,2.62,3.11,3.38,D,1,1
1863,2023-24,2024-04-12,22,12:30,Goodison Park,29858,Michael Oliver,Foggy,19.6,84,League,Everton,Sheffield United,Sean Dyche,Chris Wilder,5-4-1,4-4-2,defense,defense,bad,bad,0,1,1,1,37,,12,12,9,4,75.0,33.3,0.87,0.84,0.13,0.16,66.7x,33.3,618,,83.1,69.8,53,18,6,3,0,0,22,10,0,0,0,1,0,0,16,15,2,1.0,0,0,4,0,3,,1,1,25,10,14,5,39,37,9,3,18,17,10,11,15.1,23.1,10,4,,49.8,113.4,105.1,227,243,2,5,1,1,2.4,4.19,2.91,D,1,1
1629,2023-24,2023-10-25,20,19:45,London Stadium,60257,Thomas Bramall,Clear,11.5,66,League,West Ham,Wolves,David Moyes,Gary O'Neil,3-4-3,4-1-4-1,defense,defense,average,average,0,1,4,2,15;70;80;85,7;34,12,16,6,2,50.0,12.5,3.39,2.33,0.61,-0.33,46.9,53.1,415,296,77.9,82.9,78,64,3,1,2,0,9,10,0,0,2,0,2,,8,11,,1,0,0,0,0,0,2,2,,23,13,5,13,16,35,2,4,11,18,14,4,15.5,38.9,12,5,43.4,50.4,101.9,100.1,210,,1,3,2,,2.24,6.18,2.55,H,3,0
16,2019-20,2019-08-22,3,17:30,Amex Stadium,24389,Andy Madley,Overcast,3.6,73,Cup,Brighton,West Ham,Roberto De Zerbi,David Moyes,3-4-3,4-2-3-1,balanced,defense,poor,average,0,1,,1,22,31,14,8,,7,57.1,87.5,1.53,1.18,-0.53,-0.18,58.4,41.6,373,575,79.2,83.1,34,27,6,7,0,0,9,7,0,0,1,0,1,0,11,16,2,2,0,1,0,3,6,7,1,1,22,17,17,10,26,16,11,7,7,,7,21,34.9,42.7,13,8,71.8,55.1,104.8,106.1,272,,1,4,0,0,2.07,5.83,2.89,D,1,1
1460,2022-23,2023-03-17,31,20:00,Molineux Stadium,24496,Simon Hooper,Windy,7.3,65,League,Wolves,Brentford,Gary O'Neil,Thomas Frank,4-4-2,4-1-4-1,defense,attack,good,,0,1,1,nan,13,3;63,12,8,2,2,16.7,25.0,1.34,2.47,-0.34,-0.47,42.6,57.4,537,272,##,76.9,58,73,7,4,,1,20,10,0,0,0,1,0,1,8,11,3,2,0,0,5,3,0,1,2,1,28,17,12,12,17,10,4,4,22,7,19,4,18.8,36.8,13,16,65.3,,109.9,104.6,171,173,1,5,0,0,2.66,3.15,3.26,A,0,3
949,2021-22,2021-12-23,24,12:30,Turf Moor,21204,Paul Tierney,Clear,-,65,Top 4 battle,Burnley,Luton Town,Vincent Kompany,Rob Edwards,4-3-3,4-1-4-1,defense,defense,good,good,1,2,1,3,14,9;58;63,17,10,7,3,41.2,30.0,,2.6,-0.09,0.4,47.1,52.9,351,345,74.1,69.7x,53,23,2,9,0,0,20,12,0,0,0,0,0,0,7,19,2,1,0,0,2,5,0,6,3,1,16,14,18,15,21,31,7,6,12,19,21,19,38.7,30.1,14,,65.1,51.5,108.7,103.1,225,172,2,4,1,1,2.46,4.3,2.77,A,0,3
555,2020-21,2021-01-12,30,16:30,Turf Moor,19136,Michael Oliver,Sunny,11.2,54,League,Burnley,Everton,Vincent Kompany,Sean Dyche,3-5-2,4-2-3-1,defense,defense,average,bad,0,0,2,2,8;82,8;54,20,8,,2,20.0,25.0,1.47,2.58,0.53,-0.58,37.2,62.8,,416,72.3,78.9,23,56,5,8,2,0,8,6,1,0,0,0,0,0,16,19,1,0,0,0,6,3,0,2,2,2,11,21,18,15,40,23,11,9,12,21,12,nan,,26.7,20,11,65.1,66.9,##,106.5,170,198,4,5,2,0,2.64,3.78,N/A,D,1,1
